Datum;von;bis;50Hertz (Negativ)
2024-09-18;22:30;22:45;11,26
2024-09-18;22:45;23:00;3,464
2024-09-18;23:00;23:15;4,872
2024-09-18;23:15;23:30;9,792
2024-09-18;23:30;23:45;0,0
2024-09-18;23:45;00:00;1,024
2024-09-19;00:00;00:15;75,832
2024-09-19;00:15;00:30;96,276
2024-09-19;00:30;00:45;91,016
2024-09-19;00:45;01:00;4,272
2024-09-19;01:00;01:15;1,812
2024-09-19;01:15;01:30;14,34
2024-09-19;01:30;01:45;4,82
2024-09-19;01:45;02:00;28,724
2024-09-19;02:00;02:15;71,78
2024-09-19;02:15;02:30;76,38
2024-09-19;02:30;02:45;6,792
2024-09-19;02:45;03:00;0,0
2024-09-19;03:00;03:15;13,264
2024-09-19;03:15;03:30;8,816
2024-09-19;03:30;03:45;12,332
2024-09-19;03:45;04:00;38,244
2024-09-19;04:00;04:15;65,664
2024-09-19;04:15;04:30;40,236
2024-09-19;04:30;04:45;10,78
2024-09-19;04:45;05:00;0,0
2024-09-19;05:00;05:15;1,572
2024-09-19;05:15;05:30;4,632
2024-09-19;05:30;05:45;0,576
2024-09-19;05:45;06:00;4,824
2024-09-19;06:00;06:15;27,032
2024-09-19;06:15;06:30;4,944
2024-09-19;06:30;06:45;0,044
2024-09-19;06:45;07:00;0,0
2024-09-19;07:00;07:15;0,0
2024-09-19;07:15;07:30;0,0
2024-09-19;07:30;07:45;0,004
2024-09-19;07:45;08:00;0,0
2024-09-19;08:00;08:15;1,544
2024-09-19;08:15;08:30;10,752
2024-09-19;08:30;08:45;0,816
2024-09-19;08:45;09:00;0,0
2024-09-19;09:00;09:15;0,0
2024-09-19;09:15;09:30;10,188
2024-09-19;09:30;09:45;11,428
2024-09-19;09:45;10:00;0,552
2024-09-19;10:00;10:15;0,0
2024-09-19;10:15;10:30;0,0
2024-09-19;10:30;10:45;0,0
2024-09-19;10:45;11:00;6,296
2024-09-19;11:00;11:15;9,176
2024-09-19;11:15;11:30;2,84
2024-09-19;11:30;11:45;7,668
2024-09-19;11:45;12:00;7,792
2024-09-19;12:00;12:15;0,108
2024-09-19;12:15;12:30;0,0
2024-09-19;12:30;12:45;0,0
2024-09-19;12:45;13:00;0,0
2024-09-19;13:00;13:15;0,172
2024-09-19;13:15;13:30;0,016
2024-09-19;13:30;13:45;0,0
2024-09-19;13:45;14:00;0,0
2024-09-19;14:00;14:15;0,0
2024-09-19;14:15;14:30;0,0
2024-09-19;14:30;14:45;0,32
2024-09-19;14:45;15:00;0,0
2024-09-19;15:00;15:15;0,0
2024-09-19;15:15;15:30;0,0
2024-09-19;15:30;15:45;0,0
2024-09-19;15:45;16:00;0,056
2024-09-19;16:00;16:15;20,196
2024-09-19;16:15;16:30;2,14
2024-09-19;16:30;16:45;4,524
2024-09-19;16:45;17:00;0,0
2024-09-19;17:00;17:15;9,932
2024-09-19;17:15;17:30;14,4
2024-09-19;17:30;17:45;11,308
2024-09-19;17:45;18:00;0,0
2024-09-19;18:00;18:15;0,0
2024-09-19;18:15;18:30;5,872
2024-09-19;18:30;18:45;1,72
2024-09-19;18:45;19:00;3,764
2024-09-19;19:00;19:15;6,616
2024-09-19;19:15;19:30;0,384
2024-09-19;19:30;19:45;0,104
2024-09-19;19:45;20:00;3,3
2024-09-19;20:00;20:15;34,296
2024-09-19;20:15;20:30;47,936
2024-09-19;20:30;20:45;92,476
2024-09-19;20:45;21:00;64,288
2024-09-19;21:00;21:15;1,004
2024-09-19;21:15;21:30;8,84
2024-09-19;21:30;21:45;0,032
2024-09-19;21:45;22:00;4,92
2024-09-19;22:00;22:15;1,836
2024-09-19;22:15;22:30;10,436
2024-09-19;22:30;22:45;6,16
2024-09-19;22:45;23:00;0,56
2024-09-19;23:00;23:15;1,188
2024-09-19;23:15;23:30;13,948
2024-09-19;23:30;23:45;3,828
2024-09-19;23:45;00:00;3,908
2024-09-20;00:00;00:15;2,448
2024-09-20;00:15;00:30;0,0
2024-09-20;00:30;00:45;0,444
2024-09-20;00:45;01:00;56,024
2024-09-20;01:00;01:15;74,356
2024-09-20;01:15;01:30;120,7
2024-09-20;01:30;01:45;42,964
2024-09-20;01:45;02:00;32,84
2024-09-20;02:00;02:15;0,0
2024-09-20;02:15;02:30;0,0
2024-09-20;02:30;02:45;0,024
2024-09-20;02:45;03:00;7,94
2024-09-20;03:00;03:15;97,284
2024-09-20;03:15;03:30;83,6
2024-09-20;03:30;03:45;51,308
2024-09-20;03:45;04:00;44,552
2024-09-20;04:00;04:15;23,224
2024-09-20;04:15;04:30;57,784
2024-09-20;04:30;04:45;80,16
2024-09-20;04:45;05:00;9,628
2024-09-20;05:00;05:15;63,696
2024-09-20;05:15;05:30;6,364
2024-09-20;05:30;05:45;15,144
2024-09-20;05:45;06:00;17,716
2024-09-20;06:00;06:15;55,444
2024-09-20;06:15;06:30;25,756
2024-09-20;06:30;06:45;23,056
2024-09-20;06:45;07:00;3,872
2024-09-20;07:00;07:15;16,38
2024-09-20;07:15;07:30;36,5
2024-09-20;07:30;07:45;25,572
2024-09-20;07:45;08:00;3,316
2024-09-20;08:00;08:15;4,584
2024-09-20;08:15;08:30;8,516
2024-09-20;08:30;08:45;1,104
2024-09-20;08:45;09:00;0,0
2024-09-20;09:00;09:15;0,0
2024-09-20;09:15;09:30;0,824
2024-09-20;09:30;09:45;3,868
2024-09-20;09:45;10:00;14,472
2024-09-20;10:00;10:15;14,612
2024-09-20;10:15;10:30;22,932
2024-09-20;10:30;10:45;42,38
2024-09-20;10:45;11:00;19,12
2024-09-20;11:00;11:15;22,52
2024-09-20;11:15;11:30;16,696
2024-09-20;11:30;11:45;20,64
2024-09-20;11:45;12:00;14,92
2024-09-20;12:00;12:15;0,38
2024-09-20;12:15;12:30;1,4
2024-09-20;12:30;12:45;0,0
2024-09-20;12:45;13:00;18,528
2024-09-20;13:00;13:15;10,104
2024-09-20;13:15;13:30;0,004
2024-09-20;13:30;13:45;0,0
2024-09-20;13:45;14:00;0,0
2024-09-20;14:00;14:15;0,0
2024-09-20;14:15;14:30;0,0
2024-09-20;14:30;14:45;0,0
2024-09-20;14:45;15:00;0,644
2024-09-20;15:00;15:15;0,0
2024-09-20;15:15;15:30;0,0
2024-09-20;15:30;15:45;0,0
2024-09-20;15:45;16:00;8,576
2024-09-20;16:00;16:15;40,864
2024-09-20;16:15;16:30;12,228
2024-09-20;16:30;16:45;13,444
2024-09-20;16:45;17:00;16,736
2024-09-20;17:00;17:15;13,92
2024-09-20;17:15;17:30;8,228
2024-09-20;17:30;17:45;0,0
2024-09-20;17:45;18:00;0,0
2024-09-20;18:00;18:15;0,0
2024-09-20;18:15;18:30;7,512
2024-09-20;18:30;18:45;6,088
2024-09-20;18:45;19:00;0,828
2024-09-20;19:00;19:15;77,428
2024-09-20;19:15;19:30;38,868
2024-09-20;19:30;19:45;22,48
2024-09-20;19:45;20:00;2,256
2024-09-20;20:00;20:15;13,888
2024-09-20;20:15;20:30;151,056
2024-09-20;20:30;20:45;90,608
2024-09-20;20:45;21:00;138,86
2024-09-20;21:00;21:15;123,016
2024-09-20;21:15;21:30;51,108
2024-09-20;21:30;21:45;87,448
2024-09-20;21:45;22:00;123,408
2024-09-20;22:00;22:15;20,384
2024-09-20;22:15;22:30;6,764
2024-09-20;22:30;22:45;60,348
2024-09-20;22:45;23:00;36,524
2024-09-20;23:00;23:15;5,428
2024-09-20;23:15;23:30;57,848
2024-09-20;23:30;23:45;14,068
2024-09-20;23:45;00:00;2,52
2024-09-21;00:00;00:15;0,0
2024-09-21;00:15;00:30;0,0
2024-09-21;00:30;00:45;0,0
2024-09-21;00:45;01:00;0,0
2024-09-21;01:00;01:15;0,0
2024-09-21;01:15;01:30;0,0
2024-09-21;01:30;01:45;0,0
2024-09-21;01:45;02:00;0,0
2024-09-21;02:00;02:15;0,0
2024-09-21;02:15;02:30;0,0
2024-09-21;02:30;02:45;0,0
2024-09-21;02:45;03:00;0,0
2024-09-21;03:00;03:15;0,0
2024-09-21;03:15;03:30;0,0
2024-09-21;03:30;03:45;0,0
2024-09-21;03:45;04:00;0,0
2024-09-21;04:00;04:15;0,144
2024-09-21;04:15;04:30;0,028
2024-09-21;04:30;04:45;0,0
2024-09-21;04:45;05:00;0,0
2024-09-21;05:00;05:15;0,0
2024-09-21;05:15;05:30;0,0
2024-09-21;05:30;05:45;0,032
2024-09-21;05:45;06:00;0,12
2024-09-21;06:00;06:15;0,432
2024-09-21;06:15;06:30;0,02
2024-09-21;06:30;06:45;0,0
2024-09-21;06:45;07:00;0,0
2024-09-21;07:00;07:15;0,0
2024-09-21;07:15;07:30;0,288
2024-09-21;07:30;07:45;0,852
2024-09-21;07:45;08:00;0,792
2024-09-21;08:00;08:15;0,048
2024-09-21;08:15;08:30;0,144
2024-09-21;08:30;08:45;0,0
2024-09-21;08:45;09:00;0,0
2024-09-21;09:00;09:15;0,0
2024-09-21;09:15;09:30;0,0
2024-09-21;09:30;09:45;0,0
2024-09-21;09:45;10:00;0,0
2024-09-21;10:00;10:15;0,0
2024-09-21;10:15;10:30;0,0
2024-09-21;10:30;10:45;0,0
2024-09-21;10:45;11:00;0,068
2024-09-21;11:00;11:15;0,484
2024-09-21;11:15;11:30;0,0
2024-09-21;11:30;11:45;0,0
2024-09-21;11:45;12:00;1,528
2024-09-21;12:00;12:15;0,496
2024-09-21;12:15;12:30;0,0
2024-09-21;12:30;12:45;0,0
2024-09-21;12:45;13:00;0,0
2024-09-21;13:00;13:15;0,0
2024-09-21;13:15;13:30;0,0
2024-09-21;13:30;13:45;0,0
2024-09-21;13:45;14:00;0,0
2024-09-21;14:00;14:15;0,0
2024-09-21;14:15;14:30;0,0
2024-09-21;14:30;14:45;0,0
2024-09-21;14:45;15:00;0,0
2024-09-21;15:00;15:15;0,0
2024-09-21;15:15;15:30;0,024
2024-09-21;15:30;15:45;0,1
2024-09-21;15:45;16:00;0,308
2024-09-21;16:00;16:15;4,112
2024-09-21;16:15;16:30;3,556
2024-09-21;16:30;16:45;1,124
2024-09-21;16:45;17:00;0,024
2024-09-21;17:00;17:15;0,0
2024-09-21;17:15;17:30;2,552
2024-09-21;17:30;17:45;2,92
2024-09-21;17:45;18:00;0,052
2024-09-21;18:00;18:15;0,0
2024-09-21;18:15;18:30;0,184
2024-09-21;18:30;18:45;0,428
2024-09-21;18:45;19:00;0,296
2024-09-21;19:00;19:15;4,252
2024-09-21;19:15;19:30;0,96
2024-09-21;19:30;19:45;0,204
2024-09-21;19:45;20:00;0,0
2024-09-21;20:00;20:15;13,096
2024-09-21;20:15;20:30;14,592
2024-09-21;20:30;20:45;13,472
2024-09-21;20:45;21:00;10,932
2024-09-21;21:00;21:15;2,7
2024-09-21;21:15;21:30;6,456
2024-09-21;21:30;21:45;2,78
2024-09-21;21:45;22:00;0,004
2024-09-21;22:00;22:15;0,216
2024-09-21;22:15;22:30;4,504
2024-09-21;22:30;22:45;1,848
2024-09-21;22:45;23:00;2,876
2024-09-21;23:00;23:15;0,448
2024-09-21;23:15;23:30;23,856
2024-09-21;23:30;23:45;1,48
2024-09-21;23:45;00:00;0,0
2024-09-22;00:00;00:15;0,312
2024-09-22;00:15;00:30;3,012
2024-09-22;00:30;00:45;0,944
2024-09-22;00:45;01:00;0,008
2024-09-22;01:00;01:15;0,0
2024-09-22;01:15;01:30;0,068
2024-09-22;01:30;01:45;0,292
2024-09-22;01:45;02:00;0,496
2024-09-22;02:00;02:15;0,188
2024-09-22;02:15;02:30;0,052
2024-09-22;02:30;02:45;0,136
2024-09-22;02:45;03:00;0,344
2024-09-22;03:00;03:15;0,0
2024-09-22;03:15;03:30;0,008
2024-09-22;03:30;03:45;0,0
2024-09-22;03:45;04:00;0,048
2024-09-22;04:00;04:15;0,164
2024-09-22;04:15;04:30;0,0
2024-09-22;04:30;04:45;0,0
2024-09-22;04:45;05:00;0,0
2024-09-22;05:00;05:15;0,004
2024-09-22;05:15;05:30;0,02
2024-09-22;05:30;05:45;0,0
2024-09-22;05:45;06:00;0,0
2024-09-22;06:00;06:15;0,0
2024-09-22;06:15;06:30;0,0
2024-09-22;06:30;06:45;0,0
2024-09-22;06:45;07:00;0,0
2024-09-22;07:00;07:15;0,0
2024-09-22;07:15;07:30;0,0
2024-09-22;07:30;07:45;0,184
2024-09-22;07:45;08:00;3,304
2024-09-22;08:00;08:15;0,0
2024-09-22;08:15;08:30;0,0
2024-09-22;08:30;08:45;0,244
2024-09-22;08:45;09:00;0,0
2024-09-22;09:00;09:15;0,0
2024-09-22;09:15;09:30;0,0
2024-09-22;09:30;09:45;0,0
2024-09-22;09:45;10:00;0,0
2024-09-22;10:00;10:15;0,0
2024-09-22;10:15;10:30;0,0
2024-09-22;10:30;10:45;0,0
2024-09-22;10:45;11:00;0,0
2024-09-22;11:00;11:15;0,0
2024-09-22;11:15;11:30;0,0
2024-09-22;11:30;11:45;0,104
2024-09-22;11:45;12:00;0,0
2024-09-22;12:00;12:15;0,0
2024-09-22;12:15;12:30;0,356
2024-09-22;12:30;12:45;0,0
2024-09-22;12:45;13:00;0,0
2024-09-22;13:00;13:15;0,312
2024-09-22;13:15;13:30;0,012
2024-09-22;13:30;13:45;0,0
2024-09-22;13:45;14:00;0,0
2024-09-22;14:00;14:15;0,0
2024-09-22;14:15;14:30;0,0
2024-09-22;14:30;14:45;0,0
2024-09-22;14:45;15:00;0,0
2024-09-22;15:00;15:15;0,0
2024-09-22;15:15;15:30;0,0
2024-09-22;15:30;15:45;0,0
2024-09-22;15:45;16:00;0,0
2024-09-22;16:00;16:15;2,332
2024-09-22;16:15;16:30;0,0
2024-09-22;16:30;16:45;0,0
2024-09-22;16:45;17:00;0,0
2024-09-22;17:00;17:15;0,0
2024-09-22;17:15;17:30;0,0
2024-09-22;17:30;17:45;0,0
2024-09-22;17:45;18:00;0,28
2024-09-22;18:00;18:15;0,0
2024-09-22;18:15;18:30;0,0
2024-09-22;18:30;18:45;0,0
2024-09-22;18:45;19:00;0,0
2024-09-22;19:00;19:15;0,0
2024-09-22;19:15;19:30;0,0
2024-09-22;19:30;19:45;0,0
2024-09-22;19:45;20:00;0,012
2024-09-22;20:00;20:15;0,028
2024-09-22;20:15;20:30;8,584
2024-09-22;20:30;20:45;16,836
2024-09-22;20:45;21:00;5,672
2024-09-22;21:00;21:15;7,624
2024-09-22;21:15;21:30;14,9
2024-09-22;21:30;21:45;3,764
2024-09-22;21:45;22:00;3,752
2024-09-22;22:00;22:15;37,764
2024-09-22;22:15;22:30;23,132
2024-09-22;22:30;22:45;2,052
2024-09-22;22:45;23:00;5,292
2024-09-22;23:00;23:15;11,804
2024-09-22;23:15;23:30;42,784
2024-09-22;23:30;23:45;52,32
2024-09-22;23:45;00:00;11,78
2024-09-23;00:00;00:15;12,92
2024-09-23;00:15;00:30;50,008
2024-09-23;00:30;00:45;3,452
2024-09-23;00:45;01:00;0,792
2024-09-23;01:00;01:15;13,268
2024-09-23;01:15;01:30;0,0
2024-09-23;01:30;01:45;0,788
2024-09-23;01:45;02:00;3,12
2024-09-23;02:00;02:15;0,84
2024-09-23;02:15;02:30;0,084
2024-09-23;02:30;02:45;0,856
2024-09-23;02:45;03:00;0,0
2024-09-23;03:00;03:15;0,096
2024-09-23;03:15;03:30;1,7
2024-09-23;03:30;03:45;0,0
2024-09-23;03:45;04:00;0,0
2024-09-23;04:00;04:15;0,0
2024-09-23;04:15;04:30;0,0
2024-09-23;04:30;04:45;3,524
2024-09-23;04:45;05:00;0,0
2024-09-23;05:00;05:15;1,748
2024-09-23;05:15;05:30;0,66
2024-09-23;05:30;05:45;10,616
2024-09-23;05:45;06:00;0,636
2024-09-23;06:00;06:15;20,288
2024-09-23;06:15;06:30;0,0
2024-09-23;06:30;06:45;0,0
2024-09-23;06:45;07:00;0,004
2024-09-23;07:00;07:15;0,0
2024-09-23;07:15;07:30;6,536
2024-09-23;07:30;07:45;45,508
2024-09-23;07:45;08:00;94,364
2024-09-23;08:00;08:15;17,332
2024-09-23;08:15;08:30;12,872
2024-09-23;08:30;08:45;40,8
2024-09-23;08:45;09:00;10,196
2024-09-23;09:00;09:15;12,14
2024-09-23;09:15;09:30;17,472
2024-09-23;09:30;09:45;27,076
2024-09-23;09:45;10:00;4,9
2024-09-23;10:00;10:15;0,544
2024-09-23;10:15;10:30;8,26
2024-09-23;10:30;10:45;12,592
2024-09-23;10:45;11:00;16,348
2024-09-23;11:00;11:15;0,608
2024-09-23;11:15;11:30;0,02
2024-09-23;11:30;11:45;0,004
2024-09-23;11:45;12:00;0,484
2024-09-23;12:00;12:15;0,508
2024-09-23;12:15;12:30;4,56
2024-09-23;12:30;12:45;14,36
2024-09-23;12:45;13:00;31,888
2024-09-23;13:00;13:15;6,62
2024-09-23;13:15;13:30;0,0
2024-09-23;13:30;13:45;0,0
2024-09-23;13:45;14:00;0,0
2024-09-23;14:00;14:15;4,892
2024-09-23;14:15;14:30;0,0
2024-09-23;14:30;14:45;8,992
2024-09-23;14:45;15:00;19,976
2024-09-23;15:00;15:15;0,0
2024-09-23;15:15;15:30;9,224
2024-09-23;15:30;15:45;0,0
2024-09-23;15:45;16:00;4,804
2024-09-23;16:00;16:15;9,38
2024-09-23;16:15;16:30;0,048
2024-09-23;16:30;16:45;0,0
2024-09-23;16:45;17:00;14,644
2024-09-23;17:00;17:15;58,812
2024-09-23;17:15;17:30;15,332
2024-09-23;17:30;17:45;55,356
2024-09-23;17:45;18:00;9,364
2024-09-23;18:00;18:15;32,572
2024-09-23;18:15;18:30;75,78
2024-09-23;18:30;18:45;102,304
2024-09-23;18:45;19:00;0,132
2024-09-23;19:00;19:15;0,008
2024-09-23;19:15;19:30;0,0
2024-09-23;19:30;19:45;0,0
2024-09-23;19:45;20:00;0,0
2024-09-23;20:00;20:15;0,0
2024-09-23;20:15;20:30;31,516
2024-09-23;20:30;20:45;40,972
2024-09-23;20:45;21:00;12,508
2024-09-23;21:00;21:15;64,096
2024-09-23;21:15;21:30;43,748
2024-09-23;21:30;21:45;51,336
2024-09-23;21:45;22:00;49,56
2024-09-23;22:00;22:15;36,648
2024-09-23;22:15;22:30;40,576
2024-09-23;22:30;22:45;4,592
2024-09-23;22:45;23:00;2,324
2024-09-23;23:00;23:15;0,056
2024-09-23;23:15;23:30;28,728
2024-09-23;23:30;23:45;57,16
2024-09-23;23:45;00:00;53,824
2024-09-24;00:00;00:15;0,0
2024-09-24;00:15;00:30;0,0
2024-09-24;00:30;00:45;0,0
2024-09-24;00:45;01:00;0,0
2024-09-24;01:00;01:15;0,0
2024-09-24;01:15;01:30;0,0
2024-09-24;01:30;01:45;0,0
2024-09-24;01:45;02:00;0,0
2024-09-24;02:00;02:15;0,0
2024-09-24;02:15;02:30;0,064
2024-09-24;02:30;02:45;0,0
2024-09-24;02:45;03:00;0,0
2024-09-24;03:00;03:15;0,192
2024-09-24;03:15;03:30;0,012
2024-09-24;03:30;03:45;0,0
2024-09-24;03:45;04:00;0,076
2024-09-24;04:00;04:15;0,02
2024-09-24;04:15;04:30;0,012
2024-09-24;04:30;04:45;1,44
2024-09-24;04:45;05:00;0,66
2024-09-24;05:00;05:15;0,272
2024-09-24;05:15;05:30;0,076
2024-09-24;05:30;05:45;0,0
2024-09-24;05:45;06:00;1,608
2024-09-24;06:00;06:15;2,68
2024-09-24;06:15;06:30;0,556
2024-09-24;06:30;06:45;0,0
2024-09-24;06:45;07:00;0,0
2024-09-24;07:00;07:15;0,0
2024-09-24;07:15;07:30;0,364
2024-09-24;07:30;07:45;6,032
2024-09-24;07:45;08:00;3,256
2024-09-24;08:00;08:15;19,88
2024-09-24;08:15;08:30;21,208
2024-09-24;08:30;08:45;3,348
2024-09-24;08:45;09:00;0,524
2024-09-24;09:00;09:15;21,216
2024-09-24;09:15;09:30;18,116
2024-09-24;09:30;09:45;6,552
2024-09-24;09:45;10:00;0,228
2024-09-24;10:00;10:15;33,4
2024-09-24;10:15;10:30;30,476
2024-09-24;10:30;10:45;0,388
2024-09-24;10:45;11:00;0,0
2024-09-24;11:00;11:15;0,0
2024-09-24;11:15;11:30;0,0
2024-09-24;11:30;11:45;0,0
2024-09-24;11:45;12:00;0,0
2024-09-24;12:00;12:15;0,0
2024-09-24;12:15;12:30;0,0
2024-09-24;12:30;12:45;1,12
2024-09-24;12:45;13:00;85,144
2024-09-24;13:00;13:15;1,204
2024-09-24;13:15;13:30;11,512
2024-09-24;13:30;13:45;16,648
2024-09-24;13:45;14:00;0,904
2024-09-24;14:00;14:15;0,0
2024-09-24;14:15;14:30;0,0
2024-09-24;14:30;14:45;35,572
2024-09-24;14:45;15:00;35,744
2024-09-24;15:00;15:15;48,348
2024-09-24;15:15;15:30;10,78
2024-09-24;15:30;15:45;18,692
2024-09-24;15:45;16:00;31,356
2024-09-24;16:00;16:15;0,0
2024-09-24;16:15;16:30;0,0
2024-09-24;16:30;16:45;0,0
2024-09-24;16:45;17:00;79,244
2024-09-24;17:00;17:15;68,332
2024-09-24;17:15;17:30;20,384
2024-09-24;17:30;17:45;19,164
2024-09-24;17:45;18:00;0,0
2024-09-24;18:00;18:15;19,92
2024-09-24;18:15;18:30;10,268
2024-09-24;18:30;18:45;38,72
2024-09-24;18:45;19:00;0,008
2024-09-24;19:00;19:15;0,0
2024-09-24;19:15;19:30;0,0
2024-09-24;19:30;19:45;0,0
2024-09-24;19:45;20:00;0,0
2024-09-24;20:00;20:15;4,872
2024-09-24;20:15;20:30;2,42
2024-09-24;20:30;20:45;3,328
2024-09-24;20:45;21:00;0,172
2024-09-24;21:00;21:15;0,0
2024-09-24;21:15;21:30;20,728
2024-09-24;21:30;21:45;15,88
2024-09-24;21:45;22:00;21,304
2024-09-24;22:00;22:15;47,752
2024-09-24;22:15;22:30;82,816
2024-09-24;22:30;22:45;9,384
2024-09-24;22:45;23:00;10,7
2024-09-24;23:00;23:15;4,392
