Datum;von;bis;50Hertz (Negativ)
2024-09-24;23:15;23:30;11,736
2024-09-24;23:30;23:45;10,488
2024-09-24;23:45;00:00;56,496
2024-09-25;00:00;00:15;0,704
2024-09-25;00:15;00:30;0,0
2024-09-25;00:30;00:45;0,0
2024-09-25;00:45;01:00;0,0
2024-09-25;01:00;01:15;0,0
2024-09-25;01:15;01:30;0,0
2024-09-25;01:30;01:45;0,0
2024-09-25;01:45;02:00;0,0
2024-09-25;02:00;02:15;0,148
2024-09-25;02:15;02:30;2,224
2024-09-25;02:30;02:45;0,624
2024-09-25;02:45;03:00;0,0
2024-09-25;03:00;03:15;0,0
2024-09-25;03:15;03:30;0,0
2024-09-25;03:30;03:45;0,0
2024-09-25;03:45;04:00;0,064
2024-09-25;04:00;04:15;0,0
2024-09-25;04:15;04:30;0,0
2024-09-25;04:30;04:45;0,0
2024-09-25;04:45;05:00;0,0
2024-09-25;05:00;05:15;0,0
2024-09-25;05:15;05:30;0,0
2024-09-25;05:30;05:45;0,0
2024-09-25;05:45;06:00;1,508
2024-09-25;06:00;06:15;0,0
2024-09-25;06:15;06:30;0,0
2024-09-25;06:30;06:45;0,0
2024-09-25;06:45;07:00;0,0
2024-09-25;07:00;07:15;0,0
2024-09-25;07:15;07:30;0,0
2024-09-25;07:30;07:45;0,0
2024-09-25;07:45;08:00;1,556
2024-09-25;08:00;08:15;11,668
2024-09-25;08:15;08:30;4,7
2024-09-25;08:30;08:45;2,096
2024-09-25;08:45;09:00;0,0
2024-09-25;09:00;09:15;0,02
2024-09-25;09:15;09:30;9,968
2024-09-25;09:30;09:45;0,0
2024-09-25;09:45;10:00;0,848
2024-09-25;10:00;10:15;95,364
2024-09-25;10:15;10:30;36,104
2024-09-25;10:30;10:45;0,304
2024-09-25;10:45;11:00;24,332
2024-09-25;11:00;11:15;24,712
2024-09-25;11:15;11:30;39,8
2024-09-25;11:30;11:45;27,496
2024-09-25;11:45;12:00;0,0
2024-09-25;12:00;12:15;0,0
2024-09-25;12:15;12:30;8,184
2024-09-25;12:30;12:45;40,94
2024-09-25;12:45;13:00;4,42
2024-09-25;13:00;13:15;0,0
2024-09-25;13:15;13:30;0,0
2024-09-25;13:30;13:45;0,0
2024-09-25;13:45;14:00;11,992
2024-09-25;14:00;14:15;10,072
2024-09-25;14:15;14:30;0,0
2024-09-25;14:30;14:45;0,0
2024-09-25;14:45;15:00;0,0
2024-09-25;15:00;15:15;0,0
2024-09-25;15:15;15:30;0,0
2024-09-25;15:30;15:45;0,0
2024-09-25;15:45;16:00;0,036
2024-09-25;16:00;16:15;0,0
2024-09-25;16:15;16:30;0,0
2024-09-25;16:30;16:45;0,028
2024-09-25;16:45;17:00;0,648
2024-09-25;17:00;17:15;2,832
2024-09-25;17:15;17:30;0,032
2024-09-25;17:30;17:45;0,0
2024-09-25;17:45;18:00;16,96
2024-09-25;18:00;18:15;127,916
2024-09-25;18:15;18:30;37,272
2024-09-25;18:30;18:45;20,936
2024-09-25;18:45;19:00;0,0
2024-09-25;19:00;19:15;0,0
2024-09-25;19:15;19:30;0,0
2024-09-25;19:30;19:45;0,0
2024-09-25;19:45;20:00;16,504
2024-09-25;20:00;20:15;8,324
2024-09-25;20:15;20:30;50,276
2024-09-25;20:30;20:45;18,204
2024-09-25;20:45;21:00;0,704
2024-09-25;21:00;21:15;0,0
2024-09-25;21:15;21:30;0,0
2024-09-25;21:30;21:45;0,0
2024-09-25;21:45;22:00;0,0
2024-09-25;22:00;22:15;0,0
2024-09-25;22:15;22:30;0,0
2024-09-25;22:30;22:45;0,0
2024-09-25;22:45;23:00;0,0
2024-09-25;23:00;23:15;19,984
2024-09-25;23:15;23:30;12,112
2024-09-25;23:30;23:45;31,912
2024-09-25;23:45;00:00;8,376
2024-09-26;00:00;00:15;0,0
2024-09-26;00:15;00:30;0,0
2024-09-26;00:30;00:45;0,0
2024-09-26;00:45;01:00;22,012
2024-09-26;01:00;01:15;6,632
2024-09-26;01:15;01:30;44,5
2024-09-26;01:30;01:45;17,796
2024-09-26;01:45;02:00;18,532
2024-09-26;02:00;02:15;27,752
2024-09-26;02:15;02:30;6,928
2024-09-26;02:30;02:45;0,736
2024-09-26;02:45;03:00;0,02
2024-09-26;03:00;03:15;3,384
2024-09-26;03:15;03:30;0,38
2024-09-26;03:30;03:45;0,104
2024-09-26;03:45;04:00;2,492
2024-09-26;04:00;04:15;0,076
2024-09-26;04:15;04:30;1,164
2024-09-26;04:30;04:45;0,0
2024-09-26;04:45;05:00;0,052
2024-09-26;05:00;05:15;2,256
2024-09-26;05:15;05:30;0,076
2024-09-26;05:30;05:45;0,0
2024-09-26;05:45;06:00;0,036
2024-09-26;06:00;06:15;12,724
2024-09-26;06:15;06:30;26,32
2024-09-26;06:30;06:45;9,708
2024-09-26;06:45;07:00;0,0
2024-09-26;07:00;07:15;0,0
2024-09-26;07:15;07:30;0,0
2024-09-26;07:30;07:45;0,0
2024-09-26;07:45;08:00;21,568
2024-09-26;08:00;08:15;55,276
2024-09-26;08:15;08:30;77,804
2024-09-26;08:30;08:45;4,14
2024-09-26;08:45;09:00;0,24
2024-09-26;09:00;09:15;0,0
2024-09-26;09:15;09:30;0,0
2024-09-26;09:30;09:45;0,0
2024-09-26;09:45;10:00;0,0
2024-09-26;10:00;10:15;0,0
2024-09-26;10:15;10:30;0,0
2024-09-26;10:30;10:45;0,0
2024-09-26;10:45;11:00;0,0
2024-09-26;11:00;11:15;6,624
2024-09-26;11:15;11:30;17,2
2024-09-26;11:30;11:45;6,476
2024-09-26;11:45;12:00;0,552
2024-09-26;12:00;12:15;0,0
2024-09-26;12:15;12:30;0,0
2024-09-26;12:30;12:45;0,0
2024-09-26;12:45;13:00;0,1
2024-09-26;13:00;13:15;10,288
2024-09-26;13:15;13:30;14,204
2024-09-26;13:30;13:45;3,876
2024-09-26;13:45;14:00;5,26
2024-09-26;14:00;14:15;0,0
2024-09-26;14:15;14:30;0,0
2024-09-26;14:30;14:45;0,0
2024-09-26;14:45;15:00;0,064
2024-09-26;15:00;15:15;0,08
2024-09-26;15:15;15:30;0,012
2024-09-26;15:30;15:45;4,456
2024-09-26;15:45;16:00;16,24
2024-09-26;16:00;16:15;119,18
2024-09-26;16:15;16:30;52,764
2024-09-26;16:30;16:45;7,104
2024-09-26;16:45;17:00;0,976
2024-09-26;17:00;17:15;0,0
2024-09-26;17:15;17:30;0,0
2024-09-26;17:30;17:45;0,0
2024-09-26;17:45;18:00;0,0
2024-09-26;18:00;18:15;0,0
2024-09-26;18:15;18:30;0,0
2024-09-26;18:30;18:45;0,0
2024-09-26;18:45;19:00;45,604
2024-09-26;19:00;19:15;100,996
2024-09-26;19:15;19:30;109,42
2024-09-26;19:30;19:45;108,26
2024-09-26;19:45;20:00;88,54
2024-09-26;20:00;20:15;65,476
2024-09-26;20:15;20:30;11,332
2024-09-26;20:30;20:45;31,156
2024-09-26;20:45;21:00;14,848
2024-09-26;21:00;21:15;0,0
2024-09-26;21:15;21:30;0,216
2024-09-26;21:30;21:45;5,848
2024-09-26;21:45;22:00;66,572
2024-09-26;22:00;22:15;32,932
2024-09-26;22:15;22:30;8,648
2024-09-26;22:30;22:45;5,712
2024-09-26;22:45;23:00;1,096
2024-09-26;23:00;23:15;38,916
2024-09-26;23:15;23:30;46,812
2024-09-26;23:30;23:45;56,816
2024-09-26;23:45;00:00;86,736
2024-09-27;00:00;00:15;47,572
2024-09-27;00:15;00:30;45,924
2024-09-27;00:30;00:45;7,612
2024-09-27;00:45;01:00;0,0
2024-09-27;01:00;01:15;18,216
2024-09-27;01:15;01:30;5,536
2024-09-27;01:30;01:45;0,044
2024-09-27;01:45;02:00;0,0
2024-09-27;02:00;02:15;44,288
2024-09-27;02:15;02:30;58,96
2024-09-27;02:30;02:45;25,6
2024-09-27;02:45;03:00;10,276
2024-09-27;03:00;03:15;32,664
2024-09-27;03:15;03:30;8,412
2024-09-27;03:30;03:45;24,912
2024-09-27;03:45;04:00;55,656
2024-09-27;04:00;04:15;3,892
2024-09-27;04:15;04:30;0,136
2024-09-27;04:30;04:45;0,0
2024-09-27;04:45;05:00;0,0
2024-09-27;05:00;05:15;0,884
2024-09-27;05:15;05:30;1,544
2024-09-27;05:30;05:45;1,236
2024-09-27;05:45;06:00;0,0
2024-09-27;06:00;06:15;12,26
2024-09-27;06:15;06:30;1,724
2024-09-27;06:30;06:45;0,424
2024-09-27;06:45;07:00;0,0
2024-09-27;07:00;07:15;17,384
2024-09-27;07:15;07:30;4,94
2024-09-27;07:30;07:45;19,56
2024-09-27;07:45;08:00;2,432
2024-09-27;08:00;08:15;10,152
2024-09-27;08:15;08:30;27,508
2024-09-27;08:30;08:45;2,308
2024-09-27;08:45;09:00;18,632
2024-09-27;09:00;09:15;17,032
2024-09-27;09:15;09:30;7,54
2024-09-27;09:30;09:45;4,616
2024-09-27;09:45;10:00;13,612
2024-09-27;10:00;10:15;7,628
2024-09-27;10:15;10:30;10,692
2024-09-27;10:30;10:45;10,888
2024-09-27;10:45;11:00;0,392
2024-09-27;11:00;11:15;0,864
2024-09-27;11:15;11:30;2,616
2024-09-27;11:30;11:45;0,912
2024-09-27;11:45;12:00;0,0
2024-09-27;12:00;12:15;0,0
2024-09-27;12:15;12:30;0,076
2024-09-27;12:30;12:45;0,0
2024-09-27;12:45;13:00;0,0
2024-09-27;13:00;13:15;0,0
2024-09-27;13:15;13:30;0,116
2024-09-27;13:30;13:45;0,004
2024-09-27;13:45;14:00;0,0
2024-09-27;14:00;14:15;0,0
2024-09-27;14:15;14:30;0,0
2024-09-27;14:30;14:45;0,208
2024-09-27;14:45;15:00;0,0
2024-09-27;15:00;15:15;0,148
2024-09-27;15:15;15:30;0,0
2024-09-27;15:30;15:45;0,456
2024-09-27;15:45;16:00;2,292
2024-09-27;16:00;16:15;45,436
2024-09-27;16:15;16:30;16,632
2024-09-27;16:30;16:45;15,104
2024-09-27;16:45;17:00;35,764
2024-09-27;17:00;17:15;7,204
2024-09-27;17:15;17:30;46,476
2024-09-27;17:30;17:45;23,792
2024-09-27;17:45;18:00;30,372
2024-09-27;18:00;18:15;62,56
2024-09-27;18:15;18:30;9,104
2024-09-27;18:30;18:45;0,0
2024-09-27;18:45;19:00;12,632
2024-09-27;19:00;19:15;0,004
2024-09-27;19:15;19:30;0,0
2024-09-27;19:30;19:45;0,52
2024-09-27;19:45;20:00;38,54
2024-09-27;20:00;20:15;0,244
2024-09-27;20:15;20:30;0,0
2024-09-27;20:30;20:45;0,0
2024-09-27;20:45;21:00;0,0
2024-09-27;21:00;21:15;0,0
2024-09-27;21:15;21:30;0,0
2024-09-27;21:30;21:45;0,0
2024-09-27;21:45;22:00;0,996
2024-09-27;22:00;22:15;0,0
2024-09-27;22:15;22:30;1,28
2024-09-27;22:30;22:45;1,572
2024-09-27;22:45;23:00;1,504
2024-09-27;23:00;23:15;0,568
2024-09-27;23:15;23:30;0,948
2024-09-27;23:30;23:45;0,296
2024-09-27;23:45;00:00;0,056
2024-09-28;00:00;00:15;0,0
2024-09-28;00:15;00:30;0,0
2024-09-28;00:30;00:45;0,0
2024-09-28;00:45;01:00;0,0
2024-09-28;01:00;01:15;0,72
2024-09-28;01:15;01:30;4,448
2024-09-28;01:30;01:45;0,42
2024-09-28;01:45;02:00;0,144
2024-09-28;02:00;02:15;0,0
2024-09-28;02:15;02:30;0,0
2024-09-28;02:30;02:45;0,0
2024-09-28;02:45;03:00;0,0
2024-09-28;03:00;03:15;0,0
2024-09-28;03:15;03:30;0,5
2024-09-28;03:30;03:45;1,036
2024-09-28;03:45;04:00;0,092
2024-09-28;04:00;04:15;0,0
2024-09-28;04:15;04:30;0,0
2024-09-28;04:30;04:45;0,0
2024-09-28;04:45;05:00;0,0
2024-09-28;05:00;05:15;0,0
2024-09-28;05:15;05:30;0,0
2024-09-28;05:30;05:45;0,0
2024-09-28;05:45;06:00;0,0
2024-09-28;06:00;06:15;0,0
2024-09-28;06:15;06:30;0,0
2024-09-28;06:30;06:45;0,0
2024-09-28;06:45;07:00;0,008
2024-09-28;07:00;07:15;0,0
2024-09-28;07:15;07:30;0,0
2024-09-28;07:30;07:45;0,0
2024-09-28;07:45;08:00;0,0
2024-09-28;08:00;08:15;0,0
2024-09-28;08:15;08:30;0,0
2024-09-28;08:30;08:45;0,256
2024-09-28;08:45;09:00;2,32
2024-09-28;09:00;09:15;18,208
2024-09-28;09:15;09:30;6,06
2024-09-28;09:30;09:45;1,352
2024-09-28;09:45;10:00;5,344
2024-09-28;10:00;10:15;1,988
2024-09-28;10:15;10:30;3,628
2024-09-28;10:30;10:45;6,628
2024-09-28;10:45;11:00;2,64
2024-09-28;11:00;11:15;1,808
2024-09-28;11:15;11:30;9,904
2024-09-28;11:30;11:45;1,992
2024-09-28;11:45;12:00;0,836
2024-09-28;12:00;12:15;31,2
2024-09-28;12:15;12:30;46,568
2024-09-28;12:30;12:45;29,324
2024-09-28;12:45;13:00;43,368
2024-09-28;13:00;13:15;51,868
2024-09-28;13:15;13:30;94,248
2024-09-28;13:30;13:45;93,852
2024-09-28;13:45;14:00;73,144
2024-09-28;14:00;14:15;55,5
2024-09-28;14:15;14:30;35,808
2024-09-28;14:30;14:45;8,684
2024-09-28;14:45;15:00;26,692
2024-09-28;15:00;15:15;16,916
2024-09-28;15:15;15:30;15,024
2024-09-28;15:30;15:45;0,284
2024-09-28;15:45;16:00;0,696
2024-09-28;16:00;16:15;0,168
2024-09-28;16:15;16:30;5,576
2024-09-28;16:30;16:45;5,764
2024-09-28;16:45;17:00;10,164
2024-09-28;17:00;17:15;0,452
2024-09-28;17:15;17:30;3,244
2024-09-28;17:30;17:45;0,2
2024-09-28;17:45;18:00;0,0
2024-09-28;18:00;18:15;0,0
2024-09-28;18:15;18:30;0,0
2024-09-28;18:30;18:45;0,0
2024-09-28;18:45;19:00;0,0
2024-09-28;19:00;19:15;1,672
2024-09-28;19:15;19:30;0,0
2024-09-28;19:30;19:45;0,0
2024-09-28;19:45;20:00;0,0
2024-09-28;20:00;20:15;0,0
2024-09-28;20:15;20:30;0,004
2024-09-28;20:30;20:45;8,908
2024-09-28;20:45;21:00;27,1
2024-09-28;21:00;21:15;4,26
2024-09-28;21:15;21:30;3,068
2024-09-28;21:30;21:45;0,0
2024-09-28;21:45;22:00;0,0
2024-09-28;22:00;22:15;0,0
2024-09-28;22:15;22:30;0,312
2024-09-28;22:30;22:45;1,076
2024-09-28;22:45;23:00;9,724
2024-09-28;23:00;23:15;4,828
2024-09-28;23:15;23:30;0,16
2024-09-28;23:30;23:45;0,072
2024-09-28;23:45;00:00;2,9
2024-09-29;00:00;00:15;18,4
2024-09-29;00:15;00:30;56,264
2024-09-29;00:30;00:45;40,196
2024-09-29;00:45;01:00;93,968
2024-09-29;01:00;01:15;30,688
2024-09-29;01:15;01:30;55,756
2024-09-29;01:30;01:45;9,08
2024-09-29;01:45;02:00;14,492
2024-09-29;02:00;02:15;0,444
2024-09-29;02:15;02:30;0,16
2024-09-29;02:30;02:45;52,968
2024-09-29;02:45;03:00;119,9
2024-09-29;03:00;03:15;102,592
2024-09-29;03:15;03:30;22,76
2024-09-29;03:30;03:45;11,7
2024-09-29;03:45;04:00;18,16
2024-09-29;04:00;04:15;0,0
2024-09-29;04:15;04:30;0,0
2024-09-29;04:30;04:45;0,0
2024-09-29;04:45;05:00;0,0
2024-09-29;05:00;05:15;5,356
2024-09-29;05:15;05:30;3,892
2024-09-29;05:30;05:45;38,516
2024-09-29;05:45;06:00;25,264
2024-09-29;06:00;06:15;25,66
2024-09-29;06:15;06:30;8,54
2024-09-29;06:30;06:45;0,0
2024-09-29;06:45;07:00;1,088
2024-09-29;07:00;07:15;1,848
2024-09-29;07:15;07:30;0,0
2024-09-29;07:30;07:45;0,0
2024-09-29;07:45;08:00;6,684
2024-09-29;08:00;08:15;0,616
2024-09-29;08:15;08:30;0,016
2024-09-29;08:30;08:45;0,772
2024-09-29;08:45;09:00;0,0
2024-09-29;09:00;09:15;0,0
2024-09-29;09:15;09:30;2,52
2024-09-29;09:30;09:45;3,336
2024-09-29;09:45;10:00;0,46
2024-09-29;10:00;10:15;0,0
2024-09-29;10:15;10:30;0,0
2024-09-29;10:30;10:45;0,0
2024-09-29;10:45;11:00;0,0
2024-09-29;11:00;11:15;17,572
2024-09-29;11:15;11:30;4,168
2024-09-29;11:30;11:45;0,684
2024-09-29;11:45;12:00;0,0
2024-09-29;12:00;12:15;0,0
2024-09-29;12:15;12:30;0,0
2024-09-29;12:30;12:45;0,0
2024-09-29;12:45;13:00;0,0
2024-09-29;13:00;13:15;0,0
2024-09-29;13:15;13:30;7,412
2024-09-29;13:30;13:45;6,1
2024-09-29;13:45;14:00;3,612
2024-09-29;14:00;14:15;1,364
2024-09-29;14:15;14:30;0,852
2024-09-29;14:30;14:45;0,0
2024-09-29;14:45;15:00;0,0
2024-09-29;15:00;15:15;0,0
2024-09-29;15:15;15:30;0,596
2024-09-29;15:30;15:45;0,0
2024-09-29;15:45;16:00;0,0
2024-09-29;16:00;16:15;2,584
2024-09-29;16:15;16:30;8,816
2024-09-29;16:30;16:45;0,744
2024-09-29;16:45;17:00;0,0
2024-09-29;17:00;17:15;3,488
2024-09-29;17:15;17:30;0,0
2024-09-29;17:30;17:45;0,0
2024-09-29;17:45;18:00;0,0
2024-09-29;18:00;18:15;2,16
2024-09-29;18:15;18:30;5,604
2024-09-29;18:30;18:45;1,244
2024-09-29;18:45;19:00;0,032
2024-09-29;19:00;19:15;0,092
2024-09-29;19:15;19:30;0,0
2024-09-29;19:30;19:45;0,0
2024-09-29;19:45;20:00;0,192
2024-09-29;20:00;20:15;20,696
2024-09-29;20:15;20:30;58,68
2024-09-29;20:30;20:45;46,864
2024-09-29;20:45;21:00;36,496
2024-09-29;21:00;21:15;10,112
2024-09-29;21:15;21:30;52,768
2024-09-29;21:30;21:45;79,5
2024-09-29;21:45;22:00;44,004
2024-09-29;22:00;22:15;106,408
2024-09-29;22:15;22:30;77,772
2024-09-29;22:30;22:45;85,508
2024-09-29;22:45;23:00;62,32
2024-09-29;23:00;23:15;81,456
2024-09-29;23:15;23:30;160,76
2024-09-29;23:30;23:45;78,872
2024-09-29;23:45;00:00;48,092
2024-09-30;00:00;00:15;1,296
2024-09-30;00:15;00:30;0,0
2024-09-30;00:30;00:45;0,0
2024-09-30;00:45;01:00;0,0
2024-09-30;01:00;01:15;0,12
2024-09-30;01:15;01:30;0,008
2024-09-30;01:30;01:45;0,0
2024-09-30;01:45;02:00;0,0
2024-09-30;02:00;02:15;0,608
2024-09-30;02:15;02:30;0,008
2024-09-30;02:30;02:45;0,0
2024-09-30;02:45;03:00;0,0
2024-09-30;03:00;03:15;0,0
2024-09-30;03:15;03:30;0,0
2024-09-30;03:30;03:45;0,0
2024-09-30;03:45;04:00;0,0
2024-09-30;04:00;04:15;3,816
2024-09-30;04:15;04:30;1,784
2024-09-30;04:30;04:45;0,0
2024-09-30;04:45;05:00;1,048
2024-09-30;05:00;05:15;3,192
2024-09-30;05:15;05:30;2,572
2024-09-30;05:30;05:45;0,0
2024-09-30;05:45;06:00;0,064
2024-09-30;06:00;06:15;0,0
2024-09-30;06:15;06:30;0,0
2024-09-30;06:30;06:45;0,0
2024-09-30;06:45;07:00;0,0
2024-09-30;07:00;07:15;0,192
2024-09-30;07:15;07:30;4,4
2024-09-30;07:30;07:45;10,524
2024-09-30;07:45;08:00;0,852
2024-09-30;08:00;08:15;0,908
2024-09-30;08:15;08:30;0,008
2024-09-30;08:30;08:45;0,0
2024-09-30;08:45;09:00;0,032
2024-09-30;09:00;09:15;0,572
2024-09-30;09:15;09:30;0,636
2024-09-30;09:30;09:45;0,044
2024-09-30;09:45;10:00;0,056
2024-09-30;10:00;10:15;0,744
2024-09-30;10:15;10:30;0,024
2024-09-30;10:30;10:45;0,3
2024-09-30;10:45;11:00;5,164
2024-09-30;11:00;11:15;0,0
2024-09-30;11:15;11:30;8,2
2024-09-30;11:30;11:45;2,892
2024-09-30;11:45;12:00;0,0
2024-09-30;12:00;12:15;0,0
2024-09-30;12:15;12:30;0,212
2024-09-30;12:30;12:45;0,348
2024-09-30;12:45;13:00;0,556
2024-09-30;13:00;13:15;0,0
2024-09-30;13:15;13:30;0,0
2024-09-30;13:30;13:45;16,536
2024-09-30;13:45;14:00;39,396
2024-09-30;14:00;14:15;24,316
2024-09-30;14:15;14:30;31,964
2024-09-30;14:30;14:45;20,892
2024-09-30;14:45;15:00;46,304
2024-09-30;15:00;15:15;34,552
2024-09-30;15:15;15:30;26,524
2024-09-30;15:30;15:45;16,104
2024-09-30;15:45;16:00;18,484
2024-09-30;16:00;16:15;5,544
2024-09-30;16:15;16:30;20,576
2024-09-30;16:30;16:45;28,924
2024-09-30;16:45;17:00;0,0
2024-09-30;17:00;17:15;0,116
2024-09-30;17:15;17:30;0,0
2024-09-30;17:30;17:45;0,0
2024-09-30;17:45;18:00;7,328
2024-09-30;18:00;18:15;42,668
2024-09-30;18:15;18:30;14,6
2024-09-30;18:30;18:45;38,884
2024-09-30;18:45;19:00;59,348
2024-09-30;19:00;19:15;6,084
2024-09-30;19:15;19:30;1,772
2024-09-30;19:30;19:45;0,9
2024-09-30;19:45;20:00;65,668
2024-09-30;20:00;20:15;12,632
2024-09-30;20:15;20:30;59,436
2024-09-30;20:30;20:45;39,88
2024-09-30;20:45;21:00;30,168
2024-09-30;21:00;21:15;0,584
2024-09-30;21:15;21:30;8,856
2024-09-30;21:30;21:45;7,176
2024-09-30;21:45;22:00;24,884
2024-09-30;22:00;22:15;18,632
2024-09-30;22:15;22:30;38,832
2024-09-30;22:30;22:45;20,82
2024-09-30;22:45;23:00;41,848
2024-09-30;23:00;23:15;43,116
2024-09-30;23:15;23:30;13,012
2024-09-30;23:30;23:45;7,788
2024-09-30;23:45;00:00;1,996
